ID,Raca,Breed Size,Sexo,Idade,Spay/Neuter Status,Nivel_Atividade_Pet,Dieta_Atual,Marca_Racao,Other Pets in Household,Medicamentos,Convulsoes,Horas_Sono,Tempo_Brincadeira_Horas,Nivel_Atividade_Dono,Visitas_Anuais_Veterinario,Average Temperature (F),Synthetic,Status_Saude,peso_kg,caminhada_diaria_km,porte_animal,calorias_diarias_RER
1509,1,2,1,8.0,1,1,2,3,0,0,0,11.0,2.0,2,2.0,60.0,1,1,14.97,3.22,1,532.74
1510,7,3,0,5.0,0,0,3,0,1,0,0,10.0,1.0,3,3.0,46.0,1,1,28.12,6.44,0,854.79
1511,11,2,1,4.0,0,0,1,4,1,1,0,8.0,3.0,3,4.0,81.0,0,1,23.13,4.83,1,738.29
1512,14,1,0,12.0,1,0,3,1,1,1,0,13.0,0.0,0,3.0,73.0,0,1,30.39,6.44,0,906.04
1513,10,0,1,8.0,2,0,2,0,1,1,0,14.0,1.0,0,0.0,85.0,0,0,18.14,0.0,1,615.28
1514,2,1,0,10.0,0,0,2,5,1,0,0,10.0,1.0,1,2.0,64.0,0,1,29.48,3.22,0,885.61
1515,8,0,0,2.0,0,0,1,0,1,1,0,9.0,2.0,3,3.0,86.0,0,1,4.54,4.83,2,217.72
1516,4,2,0,5.0,1,2,1,8,0,1,1,11.0,2.0,3,3.0,84.0,0,1,20.87,0.0,1,683.5
1517,8,0,1,9.0,1,0,0,7,1,0,0,9.0,3.0,0,0.0,30.0,0,1,26.76,1.61,0,823.59
1518,1,2,1,9.0,1,0,3,0,1,0,0,10.0,2.0,0,3.0,85.0,0,1,31.75,3.22,0,936.28
1519,11,3,0,11.0,1,2,3,5,1,0,0,8.0,2.0,2,1.0,53.0,0,0,25.4,6.44,0,792.0
1520,11,2,1,9.0,2,3,1,0,1,1,0,11.0,2.0,3,2.0,69.0,0,1,20.41,4.83,1,672.17
1521,14,1,0,8.0,2,1,3,0,0,0,0,11.0,2.0,1,0.0,76.0,0,0,30.39,6.44,0,906.04
1522,3,1,0,3.0,2,2,3,8,0,1,0,11.0,3.0,0,3.0,55.0,0,0,20.41,3.22,1,672.17
1523,8,0,0,1.0,2,3,0,7,0,1,0,9.0,0.0,3,2.0,63.0,0,1,16.78,6.44,1,580.35
1524,13,1,1,8.0,1,1,2,1,0,1,0,11.0,2.0,0,2.0,92.0,0,1,22.68,6.44,1,727.5
1525,7,0,0,5.0,2,2,1,5,1,0,0,12.0,0.0,3,1.0,100.0,0,0,31.3,3.22,0,926.31
1526,15,2,0,7.0,0,2,0,7,1,1,0,11.0,3.0,1,0.0,79.0,0,0,21.32,8.05,1,694.53
1527,12,0,0,7.0,1,1,3,2,0,0,0,12.0,2.0,1,1.0,63.0,0,1,18.14,3.22,1,615.28
1528,9,0,0,4.0,2,2,1,2,0,1,0,9.0,2.0,3,1.0,83.0,0,1,18.6,6.44,1,626.95
1529,14,1,0,1.0,0,0,2,1,1,0,0,10.0,1.0,3,2.0,73.0,0,1,32.21,4.83,0,946.44
1530,8,0,1,9.0,0,3,1,8,2,1,0,11.0,1.0,3,0.0,69.0,0,1,18.14,0.0,1,615.28
1531,10,0,1,1.0,0,1,1,5,0,0,0,13.0,1.0,0,1.0,84.0,0,1,29.03,4.83,0,875.45
1532,15,2,0,11.0,0,2,2,6,1,1,0,10.0,2.0,3,4.0,49.0,0,0,26.76,3.22,0,823.59
1533,12,0,1,2.0,0,0,3,8,0,0,0,8.0,1.0,1,2.0,82.0,0,1,27.22,8.05,0,834.19
1534,1,2,0,6.0,0,2,1,8,0,0,0,11.0,2.0,1,1.0,53.0,0,1,25.4,1.61,0,792.0
1535,12,0,1,2.0,0,0,0,7,2,0,0,12.0,2.0,1,3.0,50.0,0,1,27.67,4.83,0,844.51
1536,5,2,0,10.0,2,1,0,7,0,1,0,12.0,1.0,3,0.0,57.0,0,0,26.31,8.05,0,813.18
1537,13,2,0,10.0,1,1,1,6,2,0,1,13.0,2.0,3,1.0,71.0,0,1,25.4,4.83,0,792.0
1538,14,1,1,8.0,0,0,0,7,1,1,0,13.0,0.0,2,3.0,84.0,0,1,23.13,1.61,1,738.29
1539,11,2,1,10.0,1,2,1,2,1,0,0,10.0,2.0,2,1.0,81.0,0,1,17.69,3.22,1,603.8
1540,7,0,0,13.0,0,2,0,7,1,0,0,11.0,2.0,2,1.0,68.0,0,1,22.68,1.61,1,727.5
1541,15,2,1,7.0,1,3,2,2,1,1,0,10.0,4.0,2,1.0,84.0,0,1,23.59,4.83,1,749.28
1542,11,2,0,7.0,0,3,3,2,1,0,0,13.0,3.0,3,2.0,91.0,0,1,16.33,6.44,1,568.64
1543,13,2,0,7.0,1,0,3,4,0,1,0,9.0,2.0,2,2.0,64.0,0,1,19.96,6.44,1,661.03
1544,2,1,0,2.0,2,1,0,7,0,0,0,11.0,2.0,0,2.0,55.0,0,1,25.85,4.83,0,802.5
1545,8,0,1,2.0,1,0,0,7,1,0,0,8.0,1.0,0,0.0,,0,1,28.12,6.44,0,854.79
1546,4,2,0,9.0,0,0,2,5,2,0,0,11.0,2.0,3,1.0,64.0,0,1,19.5,6.44,1,649.57
1547,4,2,0,4.0,2,1,0,7,1,1,0,11.0,2.0,0,2.0,52.0,0,1,19.96,8.05,1,661.03
1548,10,0,1,3.0,1,2,1,5,0,0,0,12.0,1.0,0,1.0,82.0,0,1,24.49,6.44,1,770.62
1549,8,0,1,13.0,2,3,0,7,2,0,0,10.0,3.0,1,2.0,73.0,1,1,27.22,4.83,0,834.19
1550,2,1,0,11.0,1,2,2,6,0,0,0,14.0,2.0,2,2.0,,0,1,12.7,3.22,1,470.92
1551,9,0,1,12.0,1,3,0,7,1,0,0,11.0,1.0,1,0.0,72.0,0,1,22.68,0.0,1,727.5
1552,8,0,0,4.0,1,1,3,6,1,0,0,13.0,2.0,3,0.0,84.0,0,1,34.93,4.83,0,1005.77
1553,12,0,0,1.0,1,0,0,7,0,1,0,12.0,2.0,2,2.0,56.0,1,1,16.78,3.22,1,580.35
1554,6,0,1,8.0,0,2,2,2,1,0,0,11.0,3.0,3,2.0,61.0,0,1,19.05,6.44,1,638.29
1555,13,0,0,9.0,1,2,0,7,0,0,0,11.0,3.0,2,0.0,39.0,0,1,19.5,0.0,1,649.57
1556,6,0,0,7.0,0,0,0,7,0,0,0,11.0,1.0,3,3.0,,0,1,26.31,3.22,0,813.18
1557,11,2,0,4.0,0,2,0,7,0,1,0,13.0,3.0,3,1.0,74.0,0,1,13.15,3.22,1,483.38
1558,9,0,0,5.0,0,0,3,7,0,1,0,11.0,2.0,2,2.0,87.0,0,1,20.41,3.22,1,672.17
1559,1,2,1,9.0,0,0,0,7,0,0,0,12.0,3.0,0,1.0,74.0,0,1,27.67,9.66,0,844.51
1560,3,1,0,1.0,0,0,3,6,1,0,0,9.0,3.0,3,3.0,62.0,0,1,32.66,3.22,0,956.34
1561,3,1,0,8.0,1,0,2,1,1,0,0,14.0,1.0,2,0.0,68.0,0,1,26.31,4.83,0,813.18
1562,4,2,0,8.0,1,2,1,8,0,1,0,9.0,1.0,1,1.0,52.0,0,1,34.93,0.0,0,1005.77
1563,9,0,0,3.0,1,0,0,7,1,1,0,13.0,1.0,0,1.0,72.0,0,1,24.49,3.22,1,770.62
1564,5,2,0,8.0,2,2,2,6,0,1,0,11.0,2.0,2,1.0,80.0,0,0,22.68,0.0,1,727.5
1565,15,2,1,10.0,2,2,3,3,1,1,0,9.0,1.0,1,1.0,81.0,0,0,15.88,1.61,1,556.85
1566,15,2,0,12.0,1,0,0,7,1,0,0,14.0,0.0,2,2.0,65.0,0,1,15.42,3.22,1,544.7
1567,8,0,1,9.0,0,1,2,8,1,0,0,10.0,1.0,1,2.0,59.0,0,1,32.66,0.0,0,956.34
1568,7,0,1,2.0,0,0,2,2,1,1,0,9.0,1.0,1,1.0,60.0,0,1,23.59,0.0,1,749.28
1569,2,1,1,4.0,1,0,0,7,1,1,0,10.0,1.0,0,3.0,94.0,0,1,22.68,3.22,1,727.5
1570,4,2,1,12.0,1,0,1,0,1,1,0,10.0,1.0,0,0.0,80.0,0,0,29.03,4.83,0,875.45
1571,14,1,0,9.0,2,2,1,1,1,1,0,11.0,2.0,2,1.0,75.0,0,1,23.13,3.22,1,738.29
1572,2,1,1,3.0,2,0,3,3,2,1,0,12.0,2.0,2,3.0,69.0,0,0,29.03,4.83,0,875.45
1573,3,1,0,7.0,0,0,2,4,1,0,0,11.0,1.0,3,1.0,86.0,0,1,24.49,6.44,1,770.62
1574,0,1,0,13.0,0,0,2,2,0,0,0,12.0,1.0,3,2.0,61.0,0,1,28.58,4.83,0,865.26
1575,7,0,1,1.0,2,2,2,2,1,0,0,11.0,0.0,0,4.0,76.0,0,0,21.32,1.61,1,694.53
1576,15,3,0,13.0,1,0,1,3,1,0,0,12.0,2.0,3,1.0,66.0,0,1,22.68,4.83,1,727.5
1577,2,1,1,2.0,0,1,3,2,0,0,0,14.0,2.0,2,0.0,86.0,0,1,21.32,6.44,1,694.53
1578,8,0,1,1.0,1,0,2,6,0,1,0,8.0,0.0,0,0.0,66.0,0,0,15.88,6.44,1,556.85
1579,14,1,1,10.0,0,3,0,7,0,1,0,10.0,2.0,0,4.0,72.0,0,1,26.31,4.83,0,813.18
1580,15,2,1,4.0,1,2,3,0,0,1,0,12.0,3.0,2,0.0,66.0,0,0,21.32,1.61,1,694.53
1581,8,0,1,12.0,1,0,3,0,0,1,0,13.0,3.0,3,0.0,41.0,0,0,18.14,9.66,1,615.28
1582,12,0,0,11.0,1,0,1,2,0,0,0,12.0,0.0,3,1.0,,0,1,32.21,1.61,0,946.44
1583,14,1,1,6.0,2,1,3,1,0,0,0,8.0,1.0,0,0.0,66.0,0,0,21.32,6.44,1,694.53
1584,3,1,0,2.0,0,0,3,7,0,1,0,9.0,3.0,3,0.0,63.0,0,0,23.59,4.83,1,749.28
1585,3,1,1,4.0,0,0,3,8,1,0,0,12.0,2.0,1,2.0,57.0,0,1,22.68,4.83,1,727.5
1586,4,2,0,9.0,2,3,0,7,0,1,0,12.0,2.0,2,1.0,66.0,0,1,21.32,0.0,1,694.53
1587,15,2,1,10.0,2,0,2,6,0,0,0,12.0,1.0,3,3.0,88.0,0,0,22.68,3.22,1,727.5
1588,11,2,0,10.0,1,0,3,5,0,0,0,9.0,2.0,0,4.0,65.0,0,1,22.68,8.05,1,727.5
1589,7,0,0,8.0,1,2,2,1,2,1,0,9.0,4.0,3,4.0,92.0,0,1,20.87,8.05,1,683.5
1590,0,1,0,6.0,2,1,3,3,0,1,0,12.0,2.0,1,3.0,62.0,0,0,34.02,4.83,0,986.05
1591,14,1,1,4.0,0,2,0,7,0,0,0,8.0,2.0,2,4.0,67.0,0,1,27.67,0.0,0,844.51
1592,15,2,0,5.0,1,1,0,7,1,1,0,11.0,1.0,3,2.0,35.0,0,1,13.61,4.83,1,496.01
1593,8,0,0,8.0,2,3,1,3,0,1,0,11.0,2.0,1,0.0,90.0,0,1,22.68,3.22,1,727.5
1594,14,1,1,1.0,1,3,3,4,1,1,0,12.0,2.0,3,1.0,64.0,0,1,15.88,4.83,1,556.85
1595,0,1,0,8.0,2,0,1,5,1,1,0,10.0,3.0,0,0.0,32.0,0,1,33.57,4.83,0,976.25
1596,11,2,1,5.0,2,0,0,7,0,1,0,10.0,2.0,0,1.0,58.0,0,1,28.58,3.22,0,865.26
1597,0,1,1,9.0,2,3,2,4,0,1,0,12.0,0.0,1,1.0,61.0,0,0,27.22,1.61,0,834.19
1598,0,1,0,5.0,1,3,3,7,1,1,0,11.0,2.0,0,4.0,81.0,0,1,19.5,4.83,1,649.57
1599,11,2,1,10.0,0,1,2,8,0,0,0,11.0,0.0,3,2.0,45.0,0,1,21.32,4.83,1,694.53
1600,8,0,1,8.0,1,1,3,5,0,1,0,10.0,1.0,2,1.0,71.0,0,1,18.6,6.44,1,626.95
1601,0,1,0,2.0,2,0,2,5,0,0,0,13.0,2.0,1,1.0,50.0,0,1,19.05,0.0,1,638.29
1602,13,0,1,4.0,1,3,3,1,1,1,0,11.0,1.0,3,2.0,74.0,0,1,29.48,6.44,0,885.61
1603,2,1,0,2.0,0,0,3,3,1,1,0,9.0,2.0,3,3.0,50.0,0,1,27.22,3.22,0,834.19
1604,14,1,0,12.0,0,0,1,2,1,1,1,11.0,1.0,3,3.0,79.0,0,0,4.54,6.44,2,217.72
1605,15,2,0,12.0,0,0,0,7,1,1,0,14.0,3.0,1,2.0,34.0,0,1,24.95,3.22,1,781.45
1606,6,0,1,3.0,0,0,0,7,0,0,0,11.0,2.0,1,3.0,67.0,0,1,29.48,3.22,0,885.61
1607,2,1,0,4.0,0,0,1,1,1,0,0,11.0,2.0,2,1.0,69.0,0,1,19.96,1.61,1,661.03
1608,8,0,1,12.0,1,0,3,2,1,0,0,11.0,2.0,3,2.0,53.0,0,0,10.89,0.0,1,419.63
1609,10,0,0,9.0,0,1,0,7,2,1,0,10.0,2.0,3,1.0,51.0,0,1,26.76,3.22,0,823.59
1610,5,2,0,7.0,0,2,0,7,1,1,0,9.0,1.0,0,2.0,,0,1,19.96,4.83,1,661.03
1611,6,0,1,11.0,2,0,0,7,1,1,0,10.0,0.0,1,2.0,59.0,0,0,24.95,8.05,1,781.45
1612,9,0,0,10.0,0,0,1,8,0,0,0,12.0,2.0,3,1.0,55.0,0,1,26.31,4.83,0,813.18
1613,4,2,1,12.0,2,0,3,2,1,1,1,13.0,2.0,2,1.0,77.0,0,0,21.77,6.44,1,705.49
1614,14,1,1,10.0,1,0,1,2,1,0,0,10.0,1.0,0,3.0,88.0,0,1,31.75,6.44,0,936.28
1615,4,2,0,6.0,1,0,0,7,0,1,0,12.0,0.0,0,3.0,58.0,0,1,27.22,1.61,0,834.19
1616,3,1,0,5.0,2,0,2,3,2,1,0,11.0,3.0,3,2.0,79.0,0,1,26.31,1.61,0,813.18
1617,15,2,1,4.0,0,0,2,7,1,0,0,13.0,2.0,3,3.0,58.0,0,1,23.13,1.61,1,738.29
1618,7,0,1,1.0,0,2,3,2,0,0,0,10.0,2.0,3,1.0,68.0,0,1,18.6,1.61,1,626.95
1619,7,0,1,4.0,2,0,3,0,0,0,0,11.0,1.0,3,1.0,79.0,0,1,22.68,4.83,1,727.5
1620,4,2,0,8.0,1,3,0,7,1,0,0,14.0,1.0,3,2.0,69.0,0,1,16.78,0.0,1,580.35
1621,14,1,1,9.0,1,1,1,1,0,0,0,13.0,4.0,2,3.0,64.0,0,1,24.49,8.05,1,770.62
1622,9,0,1,12.0,1,0,1,0,1,0,0,11.0,0.0,3,1.0,82.0,0,1,16.78,6.44,1,580.35
1623,5,2,0,10.0,2,0,3,0,1,1,0,12.0,1.0,3,2.0,81.0,0,0,27.67,3.22,0,844.51
1624,11,2,0,7.0,1,0,3,4,1,0,0,12.0,2.0,1,1.0,57.0,0,1,14.97,1.61,1,532.74
1625,10,0,1,13.0,2,1,1,8,0,1,0,11.0,0.0,0,2.0,69.0,0,0,23.13,0.0,1,738.29
1626,14,1,1,3.0,1,2,0,7,1,0,0,11.0,2.0,0,0.0,84.0,0,1,29.03,3.22,0,875.45
1627,15,2,0,1.0,1,0,0,7,0,0,0,11.0,0.0,2,1.0,56.0,0,1,16.33,1.61,1,568.64
1628,13,0,0,6.0,2,3,3,4,0,0,0,12.0,4.0,3,3.0,57.0,0,1,29.48,4.83,0,885.61
1629,7,0,0,10.0,2,3,2,5,1,1,0,10.0,0.0,1,3.0,38.0,0,0,22.68,0.0,1,727.5
1630,7,0,0,8.0,0,0,1,5,0,0,0,11.0,1.0,3,2.0,52.0,0,1,15.88,1.61,1,556.85
1631,0,1,0,5.0,0,0,0,7,0,0,0,10.0,2.0,3,4.0,62.0,0,1,11.79,3.22,1,445.38
1632,2,1,0,4.0,0,0,2,0,1,1,0,11.0,0.0,3,0.0,76.0,0,0,19.96,6.44,1,661.03
1633,2,1,0,12.0,2,1,3,8,0,0,0,10.0,0.0,3,2.0,92.0,0,0,27.67,1.61,0,844.51
1634,4,2,1,6.0,0,1,3,7,0,1,0,13.0,2.0,3,3.0,73.0,0,1,24.95,4.83,1,781.45
1635,4,2,0,5.0,1,3,0,7,1,0,0,13.0,0.0,3,2.0,95.0,0,1,24.04,4.83,1,759.97
1636,15,2,1,8.0,1,0,1,0,0,1,0,11.0,0.0,2,4.0,43.0,0,1,14.97,1.61,1,532.74
1637,6,0,0,11.0,2,0,2,8,1,0,0,10.0,2.0,0,1.0,65.0,1,0,13.61,4.83,1,496.01
1638,15,2,1,7.0,0,0,2,4,1,1,0,10.0,1.0,3,0.0,61.0,0,1,9.98,4.83,2,393.05
1639,7,0,0,3.0,2,3,2,2,0,1,0,11.0,3.0,3,1.0,69.0,0,1,29.03,6.44,0,875.45
1640,1,2,1,4.0,2,0,3,4,1,1,0,11.0,2.0,1,3.0,94.0,0,1,18.6,6.44,1,626.95
1641,1,2,1,7.0,0,3,0,7,0,0,0,11.0,0.0,0,0.0,64.0,0,1,23.59,1.61,1,749.28
1642,13,0,0,9.0,0,0,3,2,1,1,0,10.0,0.0,0,1.0,64.0,0,0,19.5,1.61,1,649.57
1643,12,0,1,12.0,1,0,2,2,1,0,0,11.0,2.0,3,1.0,100.0,0,1,28.58,4.83,0,865.26
1644,8,0,1,13.0,2,2,1,8,1,0,0,10.0,2.0,1,0.0,71.0,0,0,15.42,8.05,1,544.7
1645,5,2,0,6.0,1,3,3,1,1,0,0,12.0,1.0,0,3.0,64.0,0,1,26.31,3.22,0,813.18
1646,6,0,0,10.0,1,1,2,6,1,1,0,11.0,0.0,2,0.0,71.0,0,0,22.23,6.44,1,716.64
1647,12,0,1,4.0,0,0,2,8,0,1,0,10.0,1.0,3,2.0,61.0,0,1,30.84,4.83,0,916.08
1648,6,0,0,4.0,1,0,3,7,1,0,0,11.0,3.0,3,1.0,43.0,0,1,30.84,1.61,0,916.08
1649,5,2,0,7.0,1,3,0,7,1,0,0,12.0,1.0,1,3.0,69.0,0,1,33.57,8.05,0,976.25
1650,15,2,1,10.0,0,3,0,7,0,0,0,11.0,1.0,1,0.0,73.0,0,1,42.64,4.83,0,1168.05
1651,8,0,0,3.0,0,0,2,2,1,0,0,13.0,1.0,1,2.0,71.0,0,1,20.41,6.44,1,672.17
1652,0,1,1,6.0,0,0,3,1,0,0,0,12.0,2.0,2,4.0,82.0,0,1,15.88,4.83,1,556.85
1653,5,2,1,4.0,1,1,1,4,1,1,0,11.0,0.0,0,2.0,54.0,0,1,35.38,6.44,0,1015.47
1654,14,1,1,11.0,2,2,1,6,0,1,0,11.0,2.0,3,1.0,40.0,0,0,22.23,6.44,1,716.64
1655,9,0,0,5.0,1,1,1,6,1,1,0,13.0,4.0,3,1.0,68.0,0,1,22.23,1.61,1,716.64
1656,5,2,1,8.0,2,0,2,8,1,1,0,12.0,2.0,0,2.0,67.0,0,1,31.75,0.0,0,936.28
1657,12,0,1,5.0,2,3,3,4,2,1,0,14.0,3.0,1,1.0,60.0,0,0,38.56,6.44,0,1083.18
1658,5,2,1,13.0,0,1,3,6,1,1,1,13.0,2.0,2,1.0,75.0,0,0,29.48,3.22,0,885.61
1659,4,2,0,6.0,2,0,2,3,1,0,0,13.0,2.0,0,0.0,51.0,0,1,24.04,6.44,1,759.97
1660,3,1,0,10.0,2,0,0,7,0,1,0,14.0,1.0,1,0.0,83.0,0,0,27.67,1.61,0,844.51
1661,8,0,1,11.0,1,1,3,3,0,0,0,10.0,2.0,0,0.0,51.0,0,0,32.21,6.44,0,946.44
1662,15,2,1,5.0,0,3,1,3,0,0,0,8.0,2.0,3,0.0,70.0,0,1,22.68,4.83,1,727.5
1663,4,2,1,6.0,2,2,0,7,0,1,0,11.0,1.0,1,4.0,56.0,0,1,20.87,1.61,1,683.5
1664,10,0,0,9.0,1,1,0,7,0,1,0,13.0,2.0,0,0.0,68.0,0,0,28.12,3.22,0,854.79
1665,9,0,0,12.0,0,2,1,2,0,0,0,11.0,1.0,3,1.0,55.0,0,1,31.3,8.05,0,926.31
1666,14,1,0,1.0,2,3,1,1,1,0,0,10.0,1.0,2,1.0,64.0,0,1,22.68,1.61,1,727.5
1667,3,1,1,4.0,1,2,0,7,1,1,0,10.0,2.0,1,2.0,70.0,1,1,19.05,4.83,1,638.29
1668,15,2,1,7.0,1,3,3,8,0,0,0,11.0,2.0,0,2.0,66.0,0,1,29.48,4.83,0,885.61
1669,12,0,0,8.0,1,2,3,0,0,1,0,12.0,3.0,1,2.0,43.0,0,1,22.23,3.22,1,716.64
1670,3,1,0,1.0,1,2,0,7,1,0,0,11.0,2.0,3,4.0,44.0,0,1,29.94,4.83,0,895.96
1671,2,1,1,8.0,0,3,1,0,0,1,0,11.0,0.0,3,1.0,54.0,0,1,11.34,3.22,1,432.57
1672,2,1,0,10.0,2,2,0,7,1,0,0,13.0,0.0,0,2.0,65.0,0,1,10.89,0.0,1,419.63
1673,10,0,0,13.0,0,1,2,3,0,0,0,14.0,1.0,3,1.0,65.0,0,1,19.5,0.0,1,649.57
1674,10,0,0,4.0,2,2,1,1,0,1,1,9.0,1.0,1,2.0,45.0,0,0,23.59,3.22,1,749.28
1675,8,0,1,13.0,2,2,0,7,1,1,0,10.0,2.0,1,4.0,74.0,0,0,20.41,1.61,1,672.17
1676,8,0,1,12.0,2,0,2,3,0,1,0,9.0,0.0,3,0.0,40.0,0,0,25.85,4.83,0,802.5
1677,4,2,0,10.0,0,0,2,6,1,1,0,11.0,1.0,1,4.0,59.0,0,0,27.67,6.44,0,844.51
1678,6,0,1,1.0,1,0,3,2,1,1,0,10.0,1.0,1,2.0,63.0,0,0,37.65,1.61,0,1063.95
1679,10,0,0,7.0,1,0,3,8,1,0,0,10.0,2.0,0,4.0,75.0,0,1,19.5,1.61,1,649.57
1680,13,0,1,1.0,2,3,2,1,0,1,0,8.0,0.0,2,4.0,48.0,0,0,20.87,8.05,1,683.5
1681,9,0,0,6.0,0,2,0,7,0,1,0,10.0,1.0,3,2.0,86.0,0,1,29.94,6.44,0,895.96
1682,14,1,1,8.0,2,1,3,8,0,1,0,14.0,2.0,3,1.0,58.0,0,0,21.77,0.0,1,705.49
1683,2,1,0,11.0,2,0,0,7,1,1,0,14.0,1.0,3,0.0,71.0,0,0,20.41,1.61,1,672.17
1684,0,1,0,7.0,0,0,3,7,2,1,1,12.0,1.0,0,2.0,71.0,0,1,18.6,4.83,1,626.95
1685,12,0,0,2.0,1,0,2,0,0,1,0,12.0,2.0,3,1.0,50.0,0,1,31.3,4.83,0,926.31
1686,15,2,0,9.0,2,0,2,5,1,0,0,11.0,2.0,3,1.0,45.0,1,1,25.85,0.0,0,802.5
1687,11,2,0,3.0,1,0,2,4,1,1,0,10.0,2.0,3,2.0,49.0,0,1,14.97,9.66,1,532.74
1688,5,2,0,4.0,1,2,3,2,1,0,0,10.0,3.0,3,1.0,,0,1,18.6,3.22,1,626.95
1689,8,0,0,9.0,1,0,2,5,0,1,0,11.0,2.0,3,1.0,67.0,0,0,14.97,6.44,1,532.74
1690,7,0,0,5.0,1,1,2,5,1,1,0,10.0,0.0,3,4.0,68.0,0,1,29.94,1.61,0,895.96
1691,13,1,1,6.0,2,0,2,1,0,0,0,11.0,1.0,0,2.0,55.0,0,1,27.22,0.0,0,834.19
1692,14,1,1,8.0,2,0,1,1,0,0,0,11.0,0.0,0,1.0,62.0,0,1,23.13,1.61,1,738.29
1693,14,1,0,5.0,2,1,2,1,0,1,0,11.0,2.0,1,0.0,44.0,0,0,17.69,3.22,1,603.8
1694,11,2,1,10.0,1,0,2,4,0,0,0,9.0,3.0,3,2.0,63.0,0,1,20.41,6.44,1,672.17
1695,9,0,1,7.0,1,3,2,2,1,0,0,10.0,1.0,3,1.0,78.0,0,1,21.77,6.44,1,705.49
1696,6,0,1,3.0,2,3,2,5,1,0,0,12.0,2.0,3,1.0,75.0,0,1,17.69,0.0,1,603.8
1697,12,0,0,10.0,2,1,1,8,1,0,0,9.0,0.0,0,1.0,98.0,0,1,29.03,3.22,0,875.45
1698,10,0,1,11.0,0,2,3,3,1,1,0,9.0,1.0,1,2.0,65.0,0,0,21.32,1.61,1,694.53
1699,14,1,0,8.0,0,0,1,2,1,1,0,10.0,1.0,1,2.0,72.0,0,1,23.13,8.05,1,738.29
1700,5,2,0,9.0,1,0,3,3,0,1,0,10.0,3.0,3,1.0,77.0,0,1,13.61,1.61,1,496.01
1701,14,1,1,2.0,1,1,2,4,0,1,0,11.0,0.0,1,1.0,57.0,0,1,19.05,6.44,1,638.29
1702,4,2,0,7.0,1,0,2,3,1,1,1,11.0,2.0,3,0.0,82.0,0,0,30.84,6.44,0,916.08
1703,1,2,0,12.0,0,0,3,0,0,0,0,10.0,1.0,3,1.0,57.0,0,1,23.13,3.22,1,738.29
1704,15,2,0,9.0,1,2,1,4,1,0,1,10.0,1.0,3,1.0,,0,1,24.04,1.61,1,759.97
1705,8,0,1,3.0,0,0,0,7,1,1,0,10.0,3.0,3,1.0,81.0,0,1,24.95,3.22,1,781.45
1706,1,2,1,12.0,2,1,0,7,1,1,0,11.0,1.0,0,1.0,73.0,0,0,14.51,4.83,1,520.41
1707,5,3,1,5.0,0,2,1,4,1,1,0,11.0,2.0,3,2.0,85.0,0,1,37.65,1.61,0,1063.95
1708,12,0,0,6.0,0,1,0,7,2,0,0,13.0,3.0,3,1.0,81.0,0,1,17.24,4.83,1,592.24
1709,10,0,0,12.0,0,2,0,7,1,0,0,12.0,1.0,3,2.0,55.0,0,1,21.32,4.83,1,694.53
1710,14,3,0,6.0,2,0,0,7,0,0,0,8.0,1.0,3,0.0,57.0,0,1,22.68,3.22,1,727.5
1711,5,2,1,3.0,2,1,3,2,1,0,0,10.0,3.0,2,3.0,59.0,0,1,19.96,3.22,1,661.03
1712,1,2,0,5.0,0,2,0,7,0,0,0,11.0,2.0,3,1.0,60.0,0,1,24.49,0.0,1,770.62
1713,9,0,1,10.0,1,1,2,6,0,0,0,12.0,1.0,3,1.0,61.0,0,1,24.49,4.83,1,770.62
1714,9,0,0,9.0,0,1,0,7,1,0,0,11.0,3.0,3,1.0,86.0,0,1,31.3,4.83,0,926.31
1715,6,0,0,4.0,0,0,3,3,1,0,1,14.0,0.0,0,0.0,,0,0,12.7,3.22,1,470.92
1716,14,1,1,3.0,1,1,0,7,1,1,0,13.0,0.0,2,1.0,63.0,0,1,25.4,1.61,0,792.0
1717,10,0,1,5.0,2,0,1,4,1,1,0,12.0,1.0,1,1.0,78.0,0,1,13.61,1.61,1,496.01
1718,5,2,1,12.0,1,3,0,7,1,1,0,11.0,2.0,1,1.0,50.0,0,1,21.32,3.22,1,694.53
1719,2,1,0,9.0,1,1,2,0,0,0,0,10.0,1.0,3,1.0,76.0,0,1,13.61,4.83,1,496.01
1720,12,0,0,8.0,2,2,3,3,1,0,0,11.0,3.0,3,3.0,53.0,0,1,19.5,1.61,1,649.57
1721,4,2,1,9.0,1,1,2,2,0,0,0,8.0,1.0,3,2.0,77.0,0,1,21.77,3.22,1,705.49
1722,13,0,1,6.0,1,2,0,7,1,1,0,13.0,1.0,3,2.0,89.0,0,1,25.4,3.22,0,792.0
1723,6,0,0,3.0,0,1,1,2,1,0,0,12.0,1.0,3,0.0,64.0,0,1,31.75,3.22,0,936.28
1724,1,2,0,6.0,1,1,0,7,1,0,0,11.0,3.0,2,4.0,47.0,0,1,31.75,4.83,0,936.28
1725,4,2,1,12.0,1,2,1,5,0,1,0,13.0,2.0,3,0.0,47.0,0,0,23.59,4.83,1,749.28
1726,4,2,1,8.0,1,0,3,5,0,1,0,13.0,3.0,1,0.0,82.0,0,1,23.13,6.44,1,738.29
1727,11,2,1,4.0,0,0,1,3,1,0,0,12.0,1.0,1,1.0,47.0,0,1,32.66,4.83,0,956.34
